event_id,fetched_at,published_at,source,feed_url,event_type,title,summary,link,matched_keywords,impact_score,impact_level,impact_note,ml_score,ml_bucket_label,ml_model_version,ml_scored_at,ml_class_probs
1582,2026-04-01T06:19:55.400474+08:00,2026-03-31T21:49:06+00:00,7*24小时全球财经直播_同花顺财经,http://rss.jintiankansha.me/rss/GM4DEMJSGV6GEZRRGI4DMNJSGNRWIYRVGI3WGYRXMNSTSNBSHA4GCNZZMNRWMN3GGNRDKODGMQ2Q====,political,伊朗外长：伊方尚未对美国“15点计划”作回应,伊朗外交部长阿拉格齐3月31日接受卡塔尔半岛电视台采访时表示，伊朗尚未对美国就结束战事所提“15点计划”作出回应。阿拉格齐说，伊朗就“15点计划”没有作出任何回应，也没有提出任何建议或条件。阿拉格齐还表示，伊朗没有就谈判作出任何决定。他强调，“我们结束战争的条件是明确的”，伊朗不会满足于简单停火，而是要求整个地区的冲突彻底结束。阿拉格齐在采访中提及自己“直接”接收美国总统特使威特科夫的信息，但他强调，伊朗不认为与美国存在正式的谈判进程。据伊朗媒体30日报道，伊朗外交部发言人巴加埃表示，伊朗迄今未与美国进行任何直接谈判，而美方提出的停火计划“过分且不合理”。（新华社）,https://news.10jqka.com.cn/20260401/c675676478.shtml,"停火,谈判,外交",6,中,利好词命中1个；利空词命中1个；地缘缓和信号，升分,5.56,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T06:20:13.647683+08:00,"{""大幅利好黄金"": 0.302736, ""小幅利好黄金"": 0.202297, ""小幅利空黄金"": 0.21232, ""大幅利空黄金"": 0.282647}"
1583,2026-04-01T06:19:55.400474+08:00,2026-03-31T21:12:28+00:00,7*24小时全球财经直播_同花顺财经,http://rss.jintiankansha.me/rss/GM4DEMJSGV6GEZRRGI4DMNJSGNRWIYRVGI3WGYRXMNSTSNBSHA4GCNZZMNRWMN3GGNRDKODGMQ2Q====,political,伊朗强烈谴责美以空袭制药企业,伊朗外交部长阿拉格齐3月31日在社交媒体发文，强烈谴责美以空袭伊朗制药企业。伊朗外交部发言人巴加埃说，袭击制药厂是战争罪和反人类罪。阿拉格齐写道：“以色列的战争罪犯现在公然、肆无忌惮地轰炸制药企业。他们的意图昭然若揭。”（新华社）,https://news.10jqka.com.cn/20260401/c675676418.shtml,外交,2,低,利空词命中2个；地缘紧张升级，降分,5.55,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T06:20:13.647683+08:00,"{""大幅利好黄金"": 0.302622, ""小幅利好黄金"": 0.202232, ""小幅利空黄金"": 0.21236, ""大幅利空黄金"": 0.282785}"
1581,2026-04-01T03:49:55.305270+08:00,2026-03-31T18:49:59+00:00,格隆汇快讯-7x24小时市场快讯-财经市场热点,http://rss.jintiankansha.me/rss/GM4DANRYHB6GCZBQMM2GCYJTHFQTON3CGY4TKNJRMJSGEZBWMM2TAM3GG44TQMBZMI2TOYLBGQ3A====,political,格隆汇4月1日｜据AXIOS网站：特朗普表示“与伊朗的谈判进展顺利。”,格隆汇4月1日｜据AXIOS网站：特朗普表示“与伊朗的谈判进展顺利。”,https://www.gelonghui.com/live/2378113,谈判,5,中,未命中明显风险词，按基础分,5.56,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T03:50:12.414996+08:00,"{""大幅利好黄金"": 0.302846, ""小幅利好黄金"": 0.20231, ""小幅利空黄金"": 0.212307, ""大幅利空黄金"": 0.282537}"
1577,2026-04-01T03:49:55.305270+08:00,2026-03-31T18:37:58+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,叙利亚总统就伊朗冲突表示，除非我们遭到侵略且外交途径已无果，否则我们不会卷入战争。,叙利亚总统就伊朗冲突表示，除非我们遭到侵略且外交途径已无果，否则我们不会卷入战争。,,外交,4,低,利空词命中1个,5.55,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T03:50:12.414996+08:00,"{""大幅利好黄金"": 0.302607, ""小幅利好黄金"": 0.202357, ""小幅利空黄金"": 0.212384, ""大幅利空黄金"": 0.282651}"
1578,2026-04-01T03:49:55.305270+08:00,2026-03-31T18:13:14+00:00,7*24小时全球财经直播_同花顺财经,http://rss.jintiankansha.me/rss/GM4DEMJSGV6GEZRRGI4DMNJSGNRWIYRVGI3WGYRXMNSTSNBSHA4GCNZZMNRWMN3GGNRDKODGMQ2Q====,political,伊朗外长：未与美展开谈判 但有信息交换,当地时间3月31日，伊朗外交部长阿拉格齐表示，当前局势“并非谈判”，而是通过直接渠道或“地区朋友”进行的信息交换。伊朗仍收到来自美方代表威特科夫的信息，但这并不意味着谈判已启动，相关交流主要为“警告或交换观点”。他指出，目前伊朗未与任何特定方展开谈判，信息交换工作由外交部在安全机构协调下进行，并在政府及最高国家安全委员会的监督下，严格在官方框架内推进。阿拉格齐强调，伊朗未对美国提出的15项提议作出任何回应，也未提出任何提议或条件。伊朗方面尚未就谈判原则作出最终决定，但伊朗结束战争的条件“非常明确”：伊朗“不会同意停火”，而是要求“彻底结束整个地区的战争”。（央视新闻）,https://news.10jqka.com.cn/20260401/c675676126.shtml,"停火,谈判,外交",7,中,利好词命中1个；地缘缓和信号，升分,5.56,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T03:50:12.414996+08:00,"{""大幅利好黄金"": 0.303015, ""小幅利好黄金"": 0.202203, ""小幅利空黄金"": 0.212288, ""大幅利空黄金"": 0.282494}"
1579,2026-04-01T03:49:55.305270+08:00,2026-03-31T17:58:14+00:00,7*24小时全球财经直播_同花顺财经,http://rss.jintiankansha.me/rss/GM4DEMJSGV6GEZRRGI4DMNJSGNRWIYRVGI3WGYRXMNSTSNBSHA4GCNZZMNRWMN3GGNRDKODGMQ2Q====,political,英国宣布向海湾地区增派防空力量,英国政府3月31日发表声明说，随着中东局势持续紧张，英方将向海湾地区增派防空力量，包括延长“台风”战斗机在卡塔尔的部署、向沙特阿拉伯部署“天剑”防空系统。根据声明，英国国防大臣约翰·希利近日访问沙特、卡塔尔和巴林，同三国领导人及防务官员就中东冲突、霍尔木兹海峡局势以及英国同海湾国家安全合作等议题举行会谈。英方将把“天剑”防空系统部署到沙特，相关装备和操作人员将于本周到位，包括雷达、控制节点、导弹发射装置等。英国还宣布，轻型多用途发射系统已运抵巴林；陆基防空导弹系统“快速哨兵”已运抵科威特，英国空军的无人机预警探测系统也已在该国投入运行。（新华社）,https://news.10jqka.com.cn/20260401/c675676084.shtml,会谈,3,低,利好词命中1个；利空词命中2个；地缘紧张升级，降分,5.55,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T03:50:12.414996+08:00,"{""大幅利好黄金"": 0.302574, ""小幅利好黄金"": 0.202389, ""小幅利空黄金"": 0.212448, ""大幅利空黄金"": 0.282589}"
1568,2026-04-01T02:49:55.308935+08:00,2026-03-31T17:56:19+00:00,Bloomberg Economics,https://quanwenrss.com/bloomberg/economics,war,欧盟权衡乌克兰危机战略以平息高能源价格,Bloomberg News Image The European Union will consider reopening a set energy measures used after Russia’s 2022 invasion of Ukraine as the bloc seeks to contain a fresh price shock tied to the Iran war. 发布时间: 2026-04-01T01:56:19+08:00 作者: John Ainger The European Union will consider reopening a set energy measures used after Russia’s 2022 invasion of Ukraine,https://www.bloomberg.com/news/articles/2026-03-31/eu-weighs-ukraine-crisis-strategy-to-calm-high-energy-prices,reopen,7,中,利好词命中1个；地缘缓和信号，升分,5.56,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T02:50:10.074770+08:00,"{""大幅利好黄金"": 0.302836, ""小幅利好黄金"": 0.202311, ""小幅利空黄金"": 0.212462, ""大幅利空黄金"": 0.282391}"
1569,2026-04-01T02:49:55.308935+08:00,2026-03-31T17:50:43+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,白宫官员：美国正在与伊朗的新领导人进行严肃的谈判。,白宫官员：美国正在与伊朗的新领导人进行严肃的谈判。,,谈判,5,中,未命中明显风险词，按基础分,5.56,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T02:50:10.074770+08:00,"{""大幅利好黄金"": 0.302852, ""小幅利好黄金"": 0.202124, ""小幅利空黄金"": 0.21236, ""大幅利空黄金"": 0.282663}"
1570,2026-04-01T02:49:55.308935+08:00,2026-03-31T17:49:31+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,以色列官员：我们预计伊朗对美国条件的回应会破坏谈判。,以色列官员：我们预计伊朗对美国条件的回应会破坏谈判。,,谈判,4,低,低可信表态词命中1个,5.55,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T02:50:10.074770+08:00,"{""大幅利好黄金"": 0.302573, ""小幅利好黄金"": 0.202364, ""小幅利空黄金"": 0.212321, ""大幅利空黄金"": 0.282742}"
1571,2026-04-01T02:49:55.308935+08:00,2026-03-31T17:42:25+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,据半岛电视台：伊朗外长表示，我们不会接受停火，而是寻求彻底结束战争，不仅在伊朗，而是在整个地区。,据半岛电视台：伊朗外长表示，我们不会接受停火，而是寻求彻底结束战争，不仅在伊朗，而是在整个地区。,,停火,7,中,利好词命中1个；地缘缓和信号，升分,5.55,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T02:50:10.074770+08:00,"{""大幅利好黄金"": 0.302539, ""小幅利好黄金"": 0.202425, ""小幅利空黄金"": 0.212416, ""大幅利空黄金"": 0.28262}"
1572,2026-04-01T02:49:55.308935+08:00,2026-03-31T17:38:25+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,以色列官员：谈判破裂意味着将攻击德黑兰的石油设施。,以色列官员：谈判破裂意味着将攻击德黑兰的石油设施。,,谈判,5,中,未命中明显风险词，按基础分,5.56,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T02:50:10.074770+08:00,"{""大幅利好黄金"": 0.302786, ""小幅利好黄金"": 0.202236, ""小幅利空黄金"": 0.212386, ""大幅利空黄金"": 0.282592}"
1573,2026-04-01T02:49:55.308935+08:00,2026-03-31T17:38:12+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,据半岛电视台：伊朗外长表示，现在发生的不是谈判，而是通过我们的地区朋友直接或间接交换信息。我像以前一样直接收到美国特使威特科夫的信息，这并不意味着我们...,据半岛电视台：伊朗外长表示，现在发生的不是谈判，而是通过我们的地区朋友直接或间接交换信息。我像以前一样直接收到美国特使威特科夫的信息，这并不意味着我们在谈判。,,谈判,5,中,未命中明显风险词，按基础分,5.55,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T02:50:10.074770+08:00,"{""大幅利好黄金"": 0.302504, ""小幅利好黄金"": 0.202388, ""小幅利空黄金"": 0.212345, ""大幅利空黄金"": 0.282763}"
1574,2026-04-01T02:49:55.308935+08:00,2026-03-31T17:30:59+00:00,金十数据,http://rss.jintiankansha.me/rss/GM3DSNZUGJ6DOYTEG5RWENZRGUZDENLDGAYGMMDGMRSTONBRMUYWMM3FMQ2DGYZXMZSTGNDGG4YQ====,political,以色列暂停对法国的防务支出,金十数据4月1日讯，以色列国防部表示，鉴于法国一系列举措（其认为这些举措有损以色列的安全利益），该国已决定停止从法国采购一切军事装备。该部门表示，法国正在极力阻碍向以色列运送弹药的行为，并禁止载有旨在针对伊朗作战的弹药的以色列飞机飞越法国领空。法国并非向以色列大量供应军事装备的国家，但此举凸显了自2023年加沙战争开始以来以色列外交关系的转变。,,外交,5,中,未命中明显风险词，按基础分,5.56,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T02:50:10.074770+08:00,"{""大幅利好黄金"": 0.302661, ""小幅利好黄金"": 0.202488, ""小幅利空黄金"": 0.21238, ""大幅利空黄金"": 0.282472}"
1580,2026-04-01T03:49:55.305270+08:00,2026-03-31T17:28:17+00:00,7*24小时全球财经直播_同花顺财经,http://rss.jintiankansha.me/rss/GM4DEMJSGV6GEZRRGI4DMNJSGNRWIYRVGI3WGYRXMNSTSNBSHA4GCNZZMNRWMN3GGNRDKODGMQ2Q====,political,俄罗斯总统与阿联酋总统通话 讨论中东局势,据克里姆林宫当地时间3月31日通报，俄罗斯总统普京与阿联酋总统穆罕默德通话。双方对中东地区持续恶化的军事政治局势、平民伤亡及能源、工业和其他民用基础设施损毁表示严重关切。双方强调，必须尽快停止军事行动，加大政治外交努力以和平解决冲突，同时兼顾地区所有国家的合法利益。双方特别指出，两国在多个领域的高水平合作正顺利发展。（央视新闻）,https://news.10jqka.com.cn/20260401/c675676038.shtml,外交,3,低,利空词命中2个,5.55,大幅利好黄金,ml-cls-manual-20260327T102650.131673+0800,2026-04-01T03:50:12.414996+08:00,"{""大幅利好黄金"": 0.302569, ""小幅利好黄金"": 0.202401, ""小幅利空黄金"": 0.212376, ""大幅利空黄金"": 0.282654}"
